dit,rfc,lcom,ca,npm,lcom3,loc,dam,cbm,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble
2,60,90,1,38,0.838141026,786,0.9375,6,True,True,0.9785192459517998,True,1.0,True,0.8901300563978485,RandomForest
1,36,164,31,18,0.842105263,141,1.0,0,False,False,0.14808297859220804,True,0.6,False,0.4914471178221496,RandomForest
1,52,86,4,16,0.673913043,451,0.833333333,0,True,True,0.6107332559554969,False,0.5,True,0.6200285847963635,RandomForest
2,28,72,1,14,0.933333333,254,0.333333333,6,True,True,0.8999114160031301,True,1.0,True,0.8308312281214169,RandomForest
2,20,4,2,7,0.8,148,0.6,2,True,True,0.6965430560485136,True,0.8,True,0.6672063232915393,RandomForest
2,21,49,2,9,0.85,106,0.5,6,True,True,0.8689465315456656,True,1.0,True,0.9298529217908532,RandomForest
3,4,1,5,3,2.0,24,0.0,0,False,False,0.1830524584192683,False,0.2,False,0.4621748940915836,RandomForest
2,59,20,2,4,0.8214285709999999,267,1.0,1,False,True,0.7277076573265849,True,0.6,False,0.4724620501189074,AdaBoost
1,24,6,2,11,0.787878788,156,0.0,0,True,True,0.5433977140906073,True,0.7,True,0.7135790868203415,RandomForest
2,37,0,7,6,0.35714285700000004,278,1.0,1,True,False,0.27329004608014856,False,0.4,False,0.4231247261637743,RandomForest
1,30,88,1,14,0.683333333,250,0.0,0,True,False,0.23196301595397606,False,0.5,False,0.20368445225756726,RandomForest
2,51,89,3,22,0.721088435,417,0.857142857,2,True,True,0.8698747922015281,False,0.5,True,0.819804539702159,RandomForest
2,40,258,4,23,0.7583333329999999,390,0.8,6,True,True,0.9372276769067808,True,1.0,True,0.9871754561115909,RandomForest
2,85,611,1,60,0.953972257,1390,0.5,6,True,True,0.9905430683905706,True,1.0,True,0.6519115754001901,RandomForest
2,32,79,4,13,0.7857142859999999,251,0.666666667,6,True,True,0.8946757002152533,True,1.0,True,0.9394432268417704,RandomForest
2,37,0,1,18,0.684210526,321,0.833333333,6,True,True,0.9183327354757701,True,1.0,True,0.9314111638980038,RandomForest
1,0,0,0,0,2.0,4,0.0,0,False,False,0.06527123646157124,False,0.1,False,0.1064919107329628,RandomForest
2,20,0,2,10,0.0,53,1.0,2,True,False,0.2506938996692772,False,0.2,False,0.2577527310085558,RandomForest
2,22,54,2,10,0.818181818,117,0.5,6,True,True,0.8748377793432008,True,1.0,True,0.9433195284125436,RandomForest
1,244,0,6,79,0.9259510870000001,1441,0.4375,0,True,True,0.9984670484988474,True,0.8,True,0.7270255033137715,RandomForest
1,1,0,6,1,2.0,1,0.0,0,False,False,0.06601942376149686,False,0.0,False,0.06334433284432801,RandomForest
3,126,130,3,10,1.047117794,1170,0.019047619,7,True,True,0.9974010339694792,True,0.8,True,0.9076551144332884,RandomForest
1,183,89,4,45,0.878216123,1831,0.727272727,0,True,True,0.988040283315626,True,0.9,True,0.95430448912885,RandomForest
2,52,479,2,35,0.8986486490000001,536,0.9375,6,True,True,0.9560018197963897,True,1.0,True,0.9274825237053802,RandomForest
2,42,209,3,24,0.846153846,372,0.9,6,True,True,0.9353231460382824,True,1.0,True,0.9558142058079772,RandomForest
2,19,0,2,6,0.8214285709999999,324,1.0,2,False,False,0.30043455006227865,False,0.4,False,0.4969322115256629,RandomForest
1,4,6,4,4,2.0,4,0.0,0,False,False,0.07294887511728647,False,0.0,False,0.06982835338533955,RandomForest
2,22,46,4,10,0.818181818,127,0.5,6,True,True,0.8738393915148505,True,1.0,True,0.9287584538579796,RandomForest
2,11,6,4,4,2.0,61,0.0,0,True,False,0.1336971902800181,False,0.3,False,0.41630606498399136,RandomForest
2,61,312,1,42,0.860465116,933,0.944444444,6,True,True,0.9761961370205836,True,0.9,True,0.7996581467783646,RandomForest
1,13,0,2,4,0.5,107,1.0,0,False,False,0.11141012565667832,False,0.1,False,0.3899683343306038,RandomForest
2,22,54,2,10,0.818181818,117,0.5,6,True,True,0.8748377793432008,True,1.0,True,0.9433195284125436,RandomForest
2,38,21,2,18,0.685185185,284,0.833333333,2,True,False,0.4589796173317621,False,0.3,True,0.5673669614658741,AdaBoost
2,25,43,2,9,0.8,182,0.0,6,True,True,0.8562794216305069,True,1.0,True,0.9256557368040756,RandomForest
1,23,105,155,12,2.0,84,0.0,0,True,False,0.06026774876114189,True,0.7,False,0.4310640361824741,RandomForest
2,27,46,1,11,0.7777777779999999,201,0.333333333,6,True,True,0.8903017459105227,True,1.0,True,0.8053658721084971,RandomForest
1,24,53,1,6,1.033333333,241,1.0,0,False,False,0.4405201551906404,True,0.7,True,0.5911321202756562,Voting
2,22,46,2,10,0.818181818,128,0.5,6,True,True,0.875257199359134,True,1.0,True,0.944197688486128,RandomForest
1,13,42,15,12,0.818181818,62,0.0,0,False,False,0.18090677134265234,False,0.1,False,0.3387768426489206,RandomForest
1,44,0,5,20,0.976666667,153,0.133333333,0,True,True,0.6595176238010636,True,0.6,True,0.524269341915819,RandomForest
1,4,6,6,4,2.0,4,0.0,0,False,False,0.07050534387007891,False,0.05,False,0.15951194859902584,RandomForest
1,25,7,2,4,0.75,230,1.0,0,True,False,0.10579716553062142,False,0.3,False,0.4006984825139837,RandomForest
3,2,0,3,1,2.0,13,0.0,0,False,False,0.16570742716180473,False,0.0,False,0.2968691248617683,RandomForest
1,18,0,1,4,0.222222222,129,1.0,1,False,False,0.1323330075739912,False,0.4,False,0.2816538006190972,RandomForest
2,24,46,1,10,0.818181818,141,0.5,6,True,True,0.8728967464577898,True,1.0,True,0.947126777986228,RandomForest
2,13,36,2,9,1.125,62,0.0,0,True,True,0.592316375310033,True,1.0,True,0.8813082596103426,RandomForest
2,23,6,3,12,0.672727273,154,0.0,1,True,True,0.6977353650234773,True,0.8,False,0.4838797090631744,RandomForest
2,20,0,0,4,0.5,138,1.0,1,False,False,0.22400887744343154,False,0.2,False,0.23161249900149705,RandomForest
2,33,43,1,15,0.833333333,258,0.666666667,5,False,True,0.5503082504469093,False,0.2,False,0.24211055321984215,RandomForest
1,27,15,1,5,2.0,264,0.0,0,False,False,0.4378883926205266,True,0.8,False,0.4780171865159069,RandomForest
1,30,0,4,4,0.333333333,212,0.0,0,False,True,0.5685500552910164,False,0.4,True,0.5974741850638021,RandomForest
3,8,10,1,4,1.25,26,0.0,2,True,True,0.7124513346116869,True,1.0,True,0.8871022792588008,RandomForest
1,30,88,1,14,0.683333333,250,0.0,0,False,True,0.5920291874888548,True,0.9,True,0.9195325396774776,RandomForest
3,181,0,0,85,0.5,2890,0.5,20,True,True,0.9999993155917798,True,0.6,True,0.7364543884564486,RandomForest
1,12,3,11,10,0.333333333,69,1.0,0,False,False,0.4554313195114136,False,0.5,False,0.4083422759265388,RandomForest
2,28,111,2,16,0.776470588,231,0.8,6,True,True,0.8891215293180158,True,1.0,True,0.945499264564308,RandomForest
1,17,78,2,16,0.533333333,172,1.0,0,False,False,0.1462550807310188,False,0.1,False,0.4186568991138414,RandomForest
2,26,57,3,12,0.7692307690000001,195,0.666666667,6,True,True,0.8761216505950863,True,1.0,True,0.9655989774022607,RandomForest
2,41,258,7,23,0.7583333329999999,389,0.8,6,True,True,0.9449431644442504,True,1.0,True,0.9063205518979884,RandomForest
1,26,4,3,2,0.833333333,193,1.0,0,True,False,0.09605142307847936,False,0.1,False,0.2338451996517364,RandomForest
2,41,4,1,8,0.875,302,0.5,5,True,True,0.5446393931044283,False,0.5,True,0.5356852763319357,RandomForest
1,4,0,1,2,0.0,14,0.0,0,False,False,0.20220774374325745,False,0.4,False,0.4515511224467405,RandomForest
2,16,55,2,11,1.1,96,0.333333333,0,True,True,0.6022031963242248,True,1.0,True,0.7621545402214307,RandomForest
1,28,15,5,3,2.0,191,0.0,0,True,False,0.4315376926779835,False,0.4,False,0.4607498082249212,RandomForest
2,34,87,3,12,0.8714285709999999,230,0.8,5,True,True,0.843056530147042,True,0.7,True,0.5763609067664364,RandomForest
2,41,66,4,15,0.85,319,0.4,6,True,True,0.9316951396231946,True,1.0,True,0.8496855296816801,RandomForest
2,8,21,1,7,1.166666667,32,0.5,2,True,False,0.2876823911860666,True,0.8,True,0.7159865702882553,RandomForest
2,44,106,4,15,0.760416667,483,0.5,6,True,True,0.9415381338760352,True,1.0,True,0.8121748877121406,RandomForest
2,19,5,2,8,0.740740741,223,1.0,2,False,True,0.6213938111092322,False,0.2,False,0.4847957057571809,RandomForest
1,20,1,1,2,2.0,175,0.0,0,False,False,0.08590769240464413,False,0.1,False,0.2802280203287733,RandomForest
2,22,46,2,10,0.818181818,128,0.0,6,True,True,0.8509881482434151,True,1.0,True,0.9666678520498656,RandomForest
1,0,0,2,0,2.0,10,0.0,0,False,False,0.05726012039027844,False,0.0,False,0.16754085504003166,RandomForest
3,17,0,2,6,0.8888888890000001,120,0.333333333,5,True,True,0.5717855989259196,True,0.6,True,0.6027479274536645,RandomForest
1,43,28,0,6,0.6875,416,1.0,0,True,False,0.4909934375009664,True,0.8,False,0.4963257403316511,RandomForest
1,22,0,1,5,0.166666667,88,1.0,0,True,False,0.1251677818132452,False,0.5,False,0.1492953120206837,RandomForest
2,14,9,5,5,0.5,48,1.0,0,False,False,0.18148843638563486,False,0.0,False,0.2642761265241488,RandomForest
1,78,0,2,38,0.923684211,234,0.0,0,False,True,0.9718306660167364,True,0.8,True,0.7606311568919941,RandomForest
1,36,1,2,2,2.0,137,0.0,0,False,False,0.10640220803136556,False,0.3,False,0.3651857890739516,RandomForest
2,18,54,4,8,0.924242424,222,1.0,2,False,True,0.5952220223517901,False,0.4,False,0.467626484048193,RandomForest
2,55,281,0,31,0.940909091,567,0.545454545,5,False,True,0.6394341676279016,True,0.65,False,0.4957213896890107,AdaBoost
1,0,0,1,0,2.0,5,0.0,0,False,False,0.057531380279030125,False,0.0,False,0.05181367727197739,RandomForest
2,22,66,2,11,0.805555556,140,0.666666667,6,True,True,0.8616080808362151,True,1.0,True,0.8980256989511817,RandomForest
2,26,69,4,12,0.7435897440000001,188,0.666666667,6,True,True,0.8740221170378302,True,1.0,True,0.9593397062604224,RandomForest
2,32,74,5,13,0.75,224,0.75,6,True,True,0.8839164306387044,True,1.0,True,0.9307717021468522,RandomForest
1,22,0,1,0,0.333333333,163,1.0,0,False,False,0.4435893919822256,False,0.1,False,0.3081679281043277,RandomForest
1,21,9,2,11,0.25,92,1.0,0,False,False,0.14107329292420642,False,0.1,False,0.1372929438997381,RandomForest
2,32,114,1,18,0.7894736840000001,357,0.833333333,6,True,True,0.9096582819986676,True,1.0,True,0.8667951124640921,RandomForest
2,42,0,1,22,0.818181818,423,0.636363636,6,True,True,0.9573077185772396,True,1.0,True,0.8537304491084127,RandomForest
2,35,169,5,20,0.946778711,316,0.352941176,6,True,True,0.9351056441281654,True,1.0,True,0.915282513552773,RandomForest
1,6,0,1,5,0.583333333,43,1.0,0,False,False,0.0945862667236116,False,0.25,False,0.30953182140484264,RandomForest
1,17,0,1,7,0.5,234,1.0,0,True,False,0.11862341383190968,False,0.2,False,0.4171667138857896,RandomForest
3,9,10,1,5,1.25,28,0.0,3,True,True,0.7406447267198799,True,0.9,True,0.8687895047037586,RandomForest
1,6,6,4,1,2.0,15,0.0,0,False,False,0.06466488105155424,False,0.0,False,0.08029441297542397,RandomForest
3,50,155,6,28,0.975369458,622,0.23809523800000001,6,True,True,0.990945833248109,True,1.0,True,0.8551438141345666,RandomForest
1,1,0,9,1,2.0,1,0.0,0,False,False,0.060756389436712785,False,0.0,False,0.08743381686574657,RandomForest
2,18,45,3,8,1.111111111,79,0.0,6,True,True,0.7922940296749394,True,1.0,True,0.9097222836549018,RandomForest
2,57,196,1,34,0.90931677,744,0.565217391,6,True,True,0.9848574517603446,True,1.0,True,0.8525852661189053,RandomForest
2,25,77,3,11,0.8615384620000001,212,0.8,5,True,True,0.8104710593135208,True,0.8,True,0.7930043882178736,RandomForest
1,37,66,15,10,1.0909090909999999,494,1.0,0,True,False,0.4662067738305115,False,0.4,True,0.5731295168905125,AdaBoost
2,22,54,2,10,0.981818182,120,0.2,6,True,True,0.8501847504927921,True,1.0,True,0.9566100892808788,RandomForest
2,17,36,1,7,1.125,72,0.0,6,True,True,0.7860370607257302,True,1.0,True,0.9333020677597336,RandomForest
2,27,6,5,9,0.875,180,0.333333333,5,False,True,0.832281179775054,True,0.8,True,0.7218884170965629,RandomForest
2,37,219,2,21,0.8506493509999999,345,0.857142857,5,True,True,0.903258996921078,True,0.8,True,0.7382313806040144,RandomForest
2,26,69,4,12,0.7435897440000001,187,0.666666667,6,True,True,0.8739963442840825,True,1.0,True,0.95884821877528,RandomForest
2,53,100,2,28,0.75,556,0.8888888890000001,2,True,True,0.9265604024324576,True,0.9,True,0.7860319858146407,RandomForest
1,4,6,1,4,2.0,4,0.0,0,True,False,0.0679700149683215,False,0.0,False,0.11422471755719694,RandomForest
1,0,0,0,0,2.0,7,0.0,0,False,False,0.0574750228304106,False,0.0,False,0.11868578539706967,RandomForest
2,48,38,3,17,0.822916667,419,0.666666667,5,False,True,0.92743717445444,True,0.7,True,0.6816030770871182,RandomForest
2,13,36,2,9,1.125,58,0.0,0,True,True,0.5724440011403745,True,1.0,True,0.9207589491189562,RandomForest
1,20,0,10,9,0.25,294,1.0,1,False,False,0.4953047009775858,False,0.3,False,0.4321480734922343,RandomForest
1,22,3,1,6,0.75,111,1.0,0,False,False,0.11048326844741073,False,0.25,False,0.4222843505741741,RandomForest
2,47,175,1,20,0.6309523810000001,475,0.0,5,True,True,0.9342667534069432,True,0.65,True,0.6176966543941049,RandomForest
2,39,106,2,25,0.7537878790000001,487,0.9090909090000001,0,True,True,0.7967885410131516,True,0.9,True,0.6906960089404893,RandomForest
1,42,325,10,22,1.04,693,0.0,0,False,False,0.3374150847057494,True,0.6166666666666666,True,0.7566825886089757,Voting
1,12,8,0,7,0.8214285709999999,129,0.083333333,0,True,False,0.16973306886584372,True,0.8,True,0.5456068471618013,RandomForest
3,6,0,3,5,2.0,37,0.0,0,False,False,0.18478564554841445,False,0.4,False,0.3715575222445424,RandomForest
2,48,6,1,2,0.916666667,439,0.666666667,1,True,False,0.3781524146231392,True,0.7,True,0.5024309237255629,RandomForest
1,56,15,50,6,1.2,923,1.0,0,True,False,0.4617947438564436,True,0.7,True,0.6387367748063233,RandomForest
2,51,228,6,20,0.770833333,419,0.833333333,6,True,True,0.9362488590704,True,0.9,True,0.9608930283729964,RandomForest
1,5,3,3,2,2.0,43,0.0,0,False,False,0.07468767608078915,False,0.2,False,0.3657707884004003,RandomForest
2,18,39,2,9,0.851851852,78,0.333333333,2,True,True,0.6581830715954001,True,0.9,True,0.7474570170713986,RandomForest
1,10,0,5,3,0.25,78,1.0,0,True,False,0.09241901626398134,False,0.2,False,0.1699226438008061,RandomForest
1,21,9,2,11,0.25,92,1.0,0,False,False,0.12320094207890828,False,0.1,False,0.1590051895951002,RandomForest
2,33,32,7,11,1.0340909090000001,320,0.125,5,True,True,0.8146305129274628,True,0.8,False,0.4370918433206246,RandomForest
1,0,0,0,0,2.0,4,0.0,0,False,False,0.0653298132027525,False,0.0,False,0.15149602662163475,RandomForest
2,22,46,2,10,0.818181818,127,0.5,6,True,True,0.8321377608887176,True,1.0,True,0.9494945518530279,RandomForest
1,8,1,0,2,2.0,27,0.0,0,False,False,0.4094628739774056,False,0.4,True,0.8185136275560981,RandomForest
2,11,4,1,2,0.833333333,108,1.0,1,False,False,0.16848032524777293,False,0.5,False,0.3175424634683299,RandomForest
2,13,36,2,9,1.125,64,0.0,0,True,True,0.5614749821633745,True,1.0,True,0.8793934166740262,RandomForest
1,46,123,1,4,0.659090909,668,1.0,0,True,True,0.5418540753391586,False,0.5,True,0.7175155983925863,RandomForest
3,7,4,4,5,0.5,29,1.0,0,True,False,0.23137403274860724,False,0.0,False,0.08297858005325305,RandomForest
4,7,4,5,5,0.5,29,1.0,0,True,False,0.3018286888064633,False,0.0,False,0.2407607530914664,RandomForest
2,40,142,3,18,0.798245614,342,0.833333333,6,True,True,0.8999016045007838,True,1.0,True,0.9019436614514168,RandomForest
2,23,46,2,10,0.818181818,122,0.5,6,True,True,0.8334819028152629,True,1.0,True,0.9481757079034708,RandomForest
1,4,3,1,3,2.0,7,0.0,0,False,False,0.07386840004740687,False,0.1,False,0.25731832776414554,RandomForest
2,39,49,3,13,0.75,369,0.5,6,True,True,0.9042520867302146,True,1.0,True,0.7177588230414671,RandomForest
2,25,87,2,13,0.8035714290000001,143,0.75,6,True,True,0.8302075401927813,True,1.0,True,0.8776619634160769,RandomForest
2,21,43,2,9,0.85,117,0.5,6,True,True,0.8244139647441804,True,1.0,True,0.943124743184234,RandomForest
2,31,138,2,18,0.8270676690000001,306,0.857142857,6,True,True,0.8742743659194435,True,1.0,True,0.8112667450370817,RandomForest
2,36,11,1,2,0.8,173,1.0,1,False,True,0.5473319305632688,False,0.3,False,0.19739524242728332,RandomForest
1,15,4,6,2,0.333333333,55,1.0,0,False,False,0.09024599698304736,False,0.3,False,0.2057201878342034,RandomForest
1,45,36,1,5,2.0,3581,0.0,0,False,True,0.9742131305597774,False,0.5,True,0.5182883763019991,RandomForest
2,117,3214,5,93,0.9811945590000001,1478,0.483146067,6,True,True,0.960407458832511,True,0.7,True,0.8928249443211536,RandomForest
2,13,36,2,9,1.125,60,0.333333333,0,True,True,0.5460918196703802,True,1.0,True,0.8712840561747462,RandomForest
2,13,36,2,9,1.125,62,0.0,0,True,True,0.5613959072794925,True,1.0,True,0.8756731818478113,RandomForest
2,37,88,1,18,0.763157895,348,0.833333333,6,True,True,0.8980180892086752,True,1.0,True,0.9316499644525364,RandomForest
5,8,6,1,4,2.0,20,0.0,0,True,True,0.6046027963882854,True,1.0,True,0.6610968051331982,RandomForest
2,16,10,4,5,2.0,50,0.0,0,False,False,0.138746870237673,False,0.5,False,0.3644675045271052,RandomForest
2,4,0,8,2,1.125,22,0.0,0,True,False,0.19717453290711728,False,0.16666666666666666,False,0.1297260793695021,RandomForest
2,33,65,2,12,0.7435897440000001,229,0.666666667,6,True,True,0.8564973134535833,True,1.0,True,0.9016521662014844,RandomForest
1,19,84,11,16,0.994047619,152,0.0,0,False,False,0.19527354540400854,True,0.7,True,0.5175357345185696,Voting
1,35,60,63,8,0.333333333,618,0.666666667,0,False,True,0.7481368371162734,True,0.8,True,0.5597485597959525,RandomForest
2,14,45,2,10,1.111111111,59,0.333333333,0,True,True,0.5530887807443692,True,1.0,True,0.9066471014319788,RandomForest
2,17,25,2,8,0.8,126,0.5,5,True,True,0.7757361353310248,True,0.9,True,0.6882277822016816,RandomForest
1,56,9,4,5,0.7222222220000001,743,1.0,0,True,False,0.3126899608566815,True,0.7,True,0.6477958052756947,RandomForest
3,14,41,5,11,0.916666667,66,0.0,0,False,False,0.3433334241973521,True,0.8,True,0.5725242329606709,Voting
2,34,41,1,12,0.711538462,225,0.0,5,True,True,0.8682669232295702,True,0.6,True,0.5930914207670949,RandomForest
2,32,52,4,11,0.933333333,1216,0.4,6,True,True,0.9348642001324192,True,1.0,True,0.6877271798595621,RandomForest
2,30,54,4,14,0.7,388,0.0,1,False,True,0.5835318199349584,True,0.75,True,0.6396990947130006,RandomForest
2,2,0,1,1,2.0,4,0.0,0,False,False,0.11847843361878765,False,0.0,False,0.2971062236750629,RandomForest
2,27,57,1,12,0.7692307690000001,195,0.666666667,6,True,True,0.8892637441731269,True,1.0,True,0.7971018849815104,RandomForest
5,8,6,0,4,2.0,20,0.0,0,True,True,0.6228186202063257,True,0.8666666666666668,True,0.7086934261311871,RandomForest
3,10,3,6,1,2.0,27,0.0,1,False,False,0.2111079130568043,False,0.3,False,0.30680723629078555,RandomForest
2,67,22,1,22,0.5,961,0.0,5,True,True,0.9848890821453192,True,0.6,True,0.6852812771234486,RandomForest
2,12,10,1,5,2.0,32,0.0,0,False,False,0.14809191467049646,False,0.3,True,0.5140948226660764,RandomForest
1,16,1,1,2,2.0,231,0.0,0,False,False,0.09275081136709057,False,0.4,False,0.3153703061556037,RandomForest
1,21,0,2,4,0.5,149,1.0,0,False,False,0.13356448732056644,False,0.2,False,0.35182688850812865,RandomForest
2,41,38,1,22,0.75,429,0.875,6,True,True,0.946195685981922,True,0.7,True,0.8632761520763509,RandomForest
2,21,49,3,9,0.85,106,0.5,6,True,True,0.870693261567407,True,1.0,True,0.9077708204604658,RandomForest
1,1,0,3,1,2.0,1,0.0,0,False,False,0.06891462145837947,False,0.0,False,0.038222210567063625,RandomForest
2,46,117,1,24,0.9363636359999999,505,0.363636364,6,True,True,0.9672719322165452,True,1.0,True,0.8230009671145858,RandomForest
2,24,46,1,10,0.981818182,144,0.2,6,True,True,0.8723376788337424,True,1.0,True,0.8659188115403711,RandomForest
2,50,244,3,22,0.90821256,402,0.444444444,5,True,True,0.6204355922354367,True,0.7,True,0.5905145310364718,RandomForest
1,5,0,1,1,0.0,49,1.0,0,False,False,0.4375083285183143,False,0.4,True,0.5092421604754345,RandomForest
3,18,45,6,8,1.111111111,86,0.0,6,True,True,0.8980246423085599,True,1.0,True,0.7671649527552491,RandomForest
2,24,36,1,10,0.772727273,143,0.5,6,True,True,0.8843208434191783,True,1.0,True,0.7097809786286079,RandomForest
2,31,102,3,11,0.933333333,9857,0.75,0,True,True,0.7530810343273623,True,0.8,True,0.7247151851650256,RandomForest
1,1,0,19,1,2.0,1,0.0,0,False,False,0.06998056392023318,False,0.0,False,0.1027038260777574,RandomForest
2,35,114,1,18,0.8771929820000001,360,0.5555555560000001,6,True,True,0.9319621293964522,True,1.0,True,0.8638365567819811,RandomForest
1,95,106,10,13,0.35416666700000005,461,1.0,0,False,True,0.5674663524322324,False,0.2,True,0.5222781444445078,RandomForest
2,24,64,1,11,0.8833333329999999,143,0.6,6,True,True,0.8783545965875929,True,1.0,True,0.8158477961714448,RandomForest
2,65,94,3,15,0.649122807,327,1.0,1,False,True,0.5438151026713712,True,0.6,True,0.6014995269321417,RandomForest
2,7,6,4,5,2.0,46,0.0,1,False,False,0.15426116887170085,False,0.2,False,0.3541799701448738,RandomForest
1,30,3,0,2,2.0,315,0.0,0,True,False,0.4515170718726722,True,0.6,False,0.4100650194295237,RandomForest
2,23,46,2,10,0.818181818,122,0.5,6,True,True,0.8802176930160176,True,1.0,True,0.9084399328780708,RandomForest
1,4,3,2,3,2.0,8,0.0,0,False,False,0.07664798281834821,False,0.175,False,0.055772575942068615,RandomForest
2,13,36,2,9,1.125,59,0.0,0,True,True,0.6042278635440589,True,1.0,True,0.9087913562935304,RandomForest
2,18,45,1,8,1.111111111,87,0.0,6,True,True,0.8147652259790487,True,1.0,True,0.9483307206352688,RandomForest
1,55,0,9,14,0.5,453,1.0,0,False,False,0.30340107864722976,True,0.6,True,0.6081245227423593,Voting
1,10,45,13,10,2.0,10,0.0,0,False,False,0.43105336965874896,False,0.2,False,0.13974190658311994,RandomForest
2,17,36,2,7,1.125,72,0.0,6,True,True,0.8058705956756359,True,1.0,True,0.9464736896138318,RandomForest
